repo_name,full_name,description,stars,forks,open_issues,language,created_at,updated_at,topics,license,size_kb,watchers
awesome-object-detection,amusi/awesome-object-detection,Awesome Object Detection based on handong1587 github: https://handong1587.github.io/deep_learning/2015/10/09/object-detection.html,7503,1929,7,Unknown,2018-04-06,2026-03-29,computer-vision|deep-learning|detection|object-detection|object-localisation,None,79,7503
gocv,hybridgroup/gocv,"Go package for computer vision using OpenCV 4 and beyond. Includes support for DNN, CUDA, OpenCV Contrib, and OpenVINO.",7410,906,348,Go,2017-09-18,2026-03-29,computer-vision|computervision|cuda|dnn|face-tracking|gocv|golang|image-processing|mjpeg|mjpeg-stream,NOASSERTION,10804,7410
BackgroundMattingV2,PeterL1n/BackgroundMattingV2,Real-Time High-Resolution Background Matting,7151,965,47,Python,2020-12-01,2026-03-30,computer-vision|machine-learning|matting|real-time,MIT,2873,7151
Final2x,EutropicAI/Final2x,a cross-platform image super-resolution tool,7147,529,1,TypeScript,2023-06-19,2026-03-30,computer-vision|cross-platform|electron|i18n|image-processing|low-level-vision|pytorch|super-resolution|typescript|vue3,BSD-3-Clause,1917,7147
SerpentAI,SerpentAI/SerpentAI,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!,6985,802,2,Python,2017-04-16,2026-03-30,artificial-intelligence|computer-vision|deep-learning|framework|machine-learning|python|video-games,MIT,3859,6985
pix2pixHD,NVIDIA/pix2pixHD,Synthesizing and manipulating 2048x1024 images with conditional GANs,6969,1417,247,Python,2017-12-01,2026-03-30,computer-graphics|computer-vision|deep-learning|deep-neural-networks|gan|generative-adversarial-network|image-to-image-translation|pix2pix|pytorch,NOASSERTION,57017,6969
donut,clovaai/donut,"Official Implementation of OCR-free Document Understanding Transformer (Donut) and Synthetic Document Generator (SynthDoG), ECCV 2022",6826,555,212,Python,2022-07-20,2026-03-30,computer-vision|document-ai|eccv-2022|multimodal-pre-trained-model|nlp|ocr,MIT,64267,6826
daily-paper-computer-vision,amusi/daily-paper-computer-vision,记录每天整理的计算机视觉/深度学习/机器学习相关方向的论文,6735,1279,0,Unknown,2018-05-15,2026-03-30,computer-vision|deep-learning|face-detection|machine-learning|object-detection|paper,None,1001,6735
scikit-image,scikit-image/scikit-image,Image processing in Python,6487,2368,891,Python,2011-07-07,2026-03-30,computer-vision|image-processing|python,NOASSERTION,82378,6487
EasyPR,liuruoze/EasyPR,"(CGCSTCD'2017) An easy, flexible, and accurate plate recognition project for Chinese licenses in unconstrained situations.  CGCSTCD = China Graduate Contest on Smart-city Technology and Creative Desig",6420,2488,87,C++,2014-09-19,2026-03-27,artificial-intelligence|artificial-neural-networks|chinese-characters|computer-vision|datasets|machine-learning|opencv|opencv3|plate-recognition|supervised-learning,Apache-2.0,195032,6420
TensorFlow-2.x-Tutorials,dragen1860/TensorFlow-2.x-Tutorials,"TensorFlow 2.x version's  Tutorials and Examples, including CNN, RNN, GAN, Auto-Encoders, FasterRCNN, GPT, BERT examples, etc. TF 2.0版入门实例代码，实战教程。",6373,2206,21,Jupyter Notebook,2019-01-30,2026-03-30,artificial-intelligence|computer-vision|deep-learning|machine-learning|neural-network|nlp|tensorflow|tensorflow-2|tensorflow-examples|tensorflow-tutorials,None,166873,6373
smile,haifengl/smile,Statistical Machine Intelligence & Learning Engine,6357,1146,7,Java,2014-11-20,2026-03-30,classification|clustering|computer-algebra-system|computer-vision|data-science|dataframe|deep-learning|genetic-algorithm|interpolation|linear-algebra,NOASSERTION,274602,6357
openMVG,openMVG/openMVG,open Multiple View Geometry library. Basis for 3D computer vision and Structure from Motion.,6316,1704,311,C++,2013-02-08,2026-03-30,3d-reconstruction|computer-vision|drone|geometry|multiple-view-geometry|openmvg|photogrammetry|sfm|structure-from-motion,MPL-2.0,30301,6316
pytorch-metric-learning,KevinMusgrave/pytorch-metric-learning,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",6311,661,76,Python,2019-10-23,2026-03-23,computer-vision|contrastive-learning|deep-learning|deep-metric-learning|embeddings|image-retrieval|machine-learning|metric-learning|pytorch|self-supervised-learning,MIT,37937,6311
BossSensor,Hironsan/BossSensor,Hide screen when boss is approaching.,6282,1079,28,Python,2016-07-04,2026-03-22,cnn|computer-vision|deep-learning|machine-learning|opencv,MIT,29659,6282
lance,lance-format/lance,"Open Lakehouse Format for Multimodal AI. Convert from Parquet in 2 lines of code for 100x faster random access, vector index, and data versioning. Compatible with Pandas, DuckDB, Polars, Pyarrow, and ",6228,599,1087,Rust,2022-07-07,2026-03-30,apache-arrow|computer-vision|data-analysis|data-analytics|data-centric|data-format|data-science|dataops|deep-learning|duckdb,Apache-2.0,49817,6228
rf-detr,roboflow/rf-detr,"[ICLR 2026] RF-DETR is a real-time object detection and segmentation model architecture developed by Roboflow, SOTA on COCO, designed for fine-tuning.",6052,740,89,Python,2025-03-19,2026-03-30,computer-vision|detr|instance-segmentation|machine-learning|object-detection|rf-detr|sota,Apache-2.0,14001,6052
opencvsharp,shimat/opencvsharp,OpenCV wrapper for .NET,5954,1223,42,C#,2013-12-21,2026-03-30,computer-vision|dotnet|dotnetstandard|image-processing|machine-learning|native-bindings|nuget|nuget-packages|opencv|opencvsharp,Apache-2.0,73159,5954
gluon-cv,dmlc/gluon-cv,Gluon CV Toolkit,5919,1210,61,Python,2018-02-26,2026-03-28,action-recognition|computer-vision|deep-learning|gan|gluon|image-classification|machine-learning|mxnet|neural-network|object-detection,Apache-2.0,39688,5919
Chinese-CLIP,OFA-Sys/Chinese-CLIP,Chinese version of CLIP which achieves Chinese cross-modal retrieval and representation generation.,5845,548,199,Jupyter Notebook,2022-07-08,2026-03-30,chinese|clip|computer-vision|contrastive-loss|coreml-models|deep-learning|image-text-retrieval|multi-modal|multi-modal-learning|nlp,MIT,2974,5845
layout-parser,Layout-Parser/layout-parser,A Unified Toolkit for Deep Learning Based Document Image Analysis,5690,530,117,Python,2020-06-10,2026-03-30,computer-vision|deep-learning|detectron2|document-image-processing|document-layout-analysis|layout-analysis|layout-detection|layout-parser|object-detection|ocr,Apache-2.0,61152,5690
imagededup,idealo/imagededup,😎 Finding duplicate images made easy!,5607,475,35,Python,2019-04-05,2026-03-27,computer-vision|e-commerce|hashing|idealo|image-deduplication|image-preprocessing|neural-network|python|pytorch,Apache-2.0,23040,5607
ECCV2022-RIFE,hzwer/ECCV2022-RIFE,ECCV2022 - Real-Time Intermediate Flow Estimation for Video Frame Interpolation,5369,533,70,Python,2020-11-12,2026-03-30,aigc|computer-vision|deep-learning|slomo-filter|video-interpolation,MIT,10991,5369
ssd.pytorch,amdegroot/ssd.pytorch,A PyTorch Implementation of Single Shot MultiBox Detector,5233,1740,381,Python,2017-02-08,2026-03-28,computer-vision|deep-learning|image-recognition|machine-learning|object-detection|pytorch|ssd|webcam,MIT,108865,5233
sahi,obss/sahi,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots,5198,741,4,Python,2021-01-30,2026-03-30,coco|computer-vision|deep-learning|explainable-ai|fiftyone|hacktoberfest|huggingface|instance-segmentation|large-image|machine-learning,MIT,327934,5198
